"""Hold It Against Me""",Britney Spears,Dance-pop,Jive,"Max Martin
Dr. Luke
Billboard
Bonnie McKee","Dr. Luke
Max Martin
Billboard"
"""More""",Usher,Hi-NRG[1] (RedOne Jimmy Joker mix),"LaFace
Jive","Bilal Hajji
Nadir Khayat
Charles Hinshaw Jr.
Usher Raymond",RedOne
"""What the Hell""",Avril Lavigne,"Pop punk
bubblegum pop
synthpop",RCA,"Avril Lavigne
Max Martin
Shellback","Max Martin
Shellback"
"""Written in the Stars""",Tinie Tempah,"British hip hop
rap rock
power pop[1]","Parlophone
Disturbing London","Eshraque Mughal
Patrick Okogwu
Eric Turner
Charlie Bernardo",iSHi
"""Bottoms Up""",Trey Songz,"Hip hop
R&B","Songbook
Atlantic","Tremaine Neverson
Onika Maraj
Edrick Miles
Chef Tone
Daniel Johnson
R. Kelly",Kane Beatz
"""DJ Got Us Fallin' in Love""",Usher,"EDM, Europop","LaFace, Jive","Max Martin, Shellback, Savan Kotecha, Pitbull","Max Martin, Shellback"
"""For the First Time""",The Script,Pop rock,"Epic, Phonogenic","Danny O'Donoghue, Mark Sheehan","Danny O'Donoghue, Mark Sheehan, Andrew Frampton"
"""Honey Bee""",Blake Shelton,Country,Reprise Nashville,"Rhett Akins
Ben Hayslip",Scott Hendricks
"""Don't You Wanna Stay""",Jason Aldean,Country pop,"Broken Bow
RCA","Andy Gibson
Paul Jenkins
Jason Sellers",Michael Knox
"""We Found Love""",Rihanna,Electro house,"Def Jam
SRP",Calvin Harris,Calvin Harris
"""Pretty Girl Rock""",Keri Hilson,"R&B
pop",Interscope,"Bill Withers
Ralph MacDonald
William Salter
Shaffer Smith
Charles Harmon",Chuck Harmony
"""You and I""",Lady Gaga,Pop rock,"Streamline
Kon Live
Interscope",Stefani Germanotta[1],"Lady Gaga
Robert John ""Mutt"" Lange"
"""Like a G6""",Far East Movement,"Hip house, dance-pop",Cherrytree,"Jae Choung, Virman Coquia, Kevin Nishimura, James Roh, Niles Holowell-Dhar, David Singer-Vine, Devin Star Tailes",The Cataracs
"""Without You""",David Guetta,,"Astralwerks
Virgin
Capitol","Tom Evans
Pete Ham
Taio Cruz
Usher Raymond IV
Rico Love
David Guetta
Giorgio Tuinfort
Frédéric Riesterer","David Guetta
Giorgio Tuinfort
Frédéric Riesterer
Black Raw"
"""Back to December""",Taylor Swift,Country pop,Big Machine,Taylor Swift,"Nathan Chapman
Taylor Swift"
"""Teenage Dream""",Katy Perry,"Electropop
power pop",Capitol,"Katy Perry
Lukasz Gottwald
Max Martin
Benjamin Levin
Bonnie McKee","Dr. Luke
Benny Blanco
Max Martin"
"""Crazy Girl""",Eli Young Band,Country,Republic Nashville,"Liz Rose
Lee Brice","Frank Liddell
Mike Wrucke"
"""Cheers (Drink to That)""",Rihanna,Pop rock,"Def Jam
SRP","Andrew Harr
Jermaine Jackson
Stacy Barthe
LP
Corey Gibson
Chris Ivery
Avril Lavigne
Lauren Christy
Scott Spock
Graham Edwards","The Runners
Makeba Riddick"
"""Who Says""",Selena Gomez & the Scene,Pop,Hollywood,"Emanuel Kiriakou
Priscilla Hamilton",Emanuel Kiriakou
"""Barefoot Blue Jean Night""",Jake Owen,Bro-country,RCA Nashville,"Eric Paslay
Dylan Altman
Terry Sawchuk","Joey Moi
Rodney Clawson[1]"
"""Knee Deep""",Zac Brown Band,Country,"Atlantic
Bigger Picture Music Group
Southern Ground","Zac Brown
Wyatt Durrette
Coy Bowles
Jeffrey Steele",Keith Stegall
"""Country Girl (Shake It for Me)""",Luke Bryan,Bro-country,Capitol Nashville,"Luke Bryan
Dallas Davidson","Jeff Stevens
Mark Bright"
"""Remind Me""",Brad Paisley,Country,Arista Nashville,"Brad Paisley
Chris DuBois
Kelley Lovelace",Frank Rogers
"""In the Dark""",Dev,Dance-pop,Universal Republic,"Devin Tailes, Niles Hollowell-Dhar, David Singer-Vine",The Cataracs
"""Backseat""",New Boyz,"Hip hop, synthpop","Shotty, Asylum, Warner Bros.","Dominic Thomas, Earl Benjamin, Niles Hollowell Dhar, David Singer Vine, Devin Tailes",The Cataracs
"""Headlines""",Drake,"Hip hop, R&B","Aspire
Young Money
Cash Money
Republic","Aubrey Graham, Anthony Palman, Matthew Samuels, Noah Shebib","Boi-1da, Noah ""40"" Shebib"
"""Best Thing I Never Had""",Beyoncé,"Pop
R&B",Columbia,"Antonio Dixon
Kenneth ""Babyface"" Edmonds
Larry Griffin, Jr.
Beyoncé Knowles
Caleb McCampbell
Patrick ""J. Que"" Smith
Shea Taylor","Babyface
S1 & Caleb
Dixon
Knowles
Shea Taylor"
"""Don't Wanna Go Home""",Jason Derulo,"Electropop
dance-pop","Beluga Heights
Warner Bros.","Jason Desrouleaux
Chaz Mishan
David Delazyn
William Attaway
Irving Burgie
Allen George
Fred McFarlane","The Fliptones
Tim Roberts
Heather Jeanette"
"""Where Them Girls At""",David Guetta,"Hip house
electropop","EMI
Virgin","David Guetta
Tramar Dillard
Onika Maraj
Michael Caren
Jared Cotter
Juan Silinas
Oscar Silinas
Giorgio Tuinfort
Sandy Wilhelm","David Guetta
Sandy Vee"
"""She Ain't You""",Chris Brown,"R&B
pop",Jive,"Chris Brown
Jean Baptiste
Ryan Buendia
Kevin McCall
Jason Boyd
John Bettis
Steve Porcaro
Brian Morgan",Free School
"""Take a Back Road""",Rodney Atkins,Country,Curb,"Rhett Akins
Luke Laird",Ted Hewitt
"""Please Don't Go""",Mike Posner,"Synthpop
trance",J,"Benny Blanco
Mike Posner[3]","Benny Blanco
Mike Posner"
"""Sure Thing""",'NoneType' object has no attribute 'next_siblings',"R&B, neo soul",Jive,"Miguel Pimentel, Jawan Pimentel",Happy Perez
"""Price Tag""",Jessie J,"Conscious rap
reggae fusion","Lava
Island","Jessica Cornish
Lukasz Gottwald
Claude Kelly
Bobby Ray Simmons, Jr.",Dr. Luke
"""God Gave Me You""",Dave Barnes,CCM,Razor & Tie,Dave Barnes,"Dave Barnes, Ed Cash"
"""She Will""",Lil Wayne,"Hip hop, R&B","Young Money, Cash Money, Universal Republic","Dwayne Carter, Aubrey Graham, Tyler Williams",T-Minus
"""Are You Gonna Kiss Me or Not""",Thompson Square,Country,Stoney Creek,"Jim Collins
David Lee Murphy",New Voice Entertainment[1]
"""Animal""",Neon Trees,"Alternative rock
new wave
dance-rock",Mercury Records,,
"""You and Tequila""",Kenny Chesney,Country,BNA,"Matraca Berg
Deana Carter",Buddy Cannon
"""Colder Weather""",Zac Brown Band,Country,Atlantic/Southern Ground,"Zac Brown
Wyatt Durrette
Levi Lowrey
Coy Bowles","Zac Brown
Keith Stegall"
"""My Last""",Big Sean,"Hip hop
R&B","GOOD Music
Def Jam","Sean Anderson
Chris Brown
Dion Wilson
James Harris III
Terry Lewis",No I.D.
"""Somebody That I Used to Know""",Gotye,Indie pop,Eleven,Wally de Backer,Wally de Backer
